chooseKey,count,grade,keyType,mainCategory,mainKey,name,pricePeOne,subCategory,subKey,totalTradeCount,mainLabel,subLabel,description,
5,,2,0,15,14020,Silver Embroidered Fisher's Clothes,,5,5,,Armor,Functional Clothes,+5 Silver Embroidered Fisher's Clothes,
0,,2,0,15,12565,[Dark Knight] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Dark Knight] Delphe Knight Armor,
0,,2,0,15,12599,[Berserker] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Berserker] Shroud Knight Armor,
0,,2,0,15,12601,[Wizard] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Wizard] Shroud Knight Armor,
0,,2,0,15,12650,[Striker] Jordine's Casual Wear,,6,0,,Armor,Crafted Clothes,[Striker] Jordine's Casual Wear,
0,,2,0,15,12699,[Archer] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Archer] Delphe Knight Armor,
0,,2,0,15,12701,[Archer] Jordine's Casual,,6,0,,Armor,Crafted Clothes,[Archer] Jordine's Casual,
0,,2,0,15,14222,[Kunoichi] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Kunoichi] Garnier Troupe Garb,
0,,2,0,15,14853,[Wizard] Edan's Travel Wear,,6,0,,Armor,Crafted Clothes,[Wizard] Edan's Travel Wear,
0,,2,0,15,14873,[Ranger] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Ranger] Delphe Knight Armor,
0,,2,0,15,14286,[Sorceress] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Sorceress] Serendian Smith Garb,
0,,2,0,15,14288,[Ranger] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Ranger] Serendian Smith Garb,
0,,2,0,15,14871,[Sorceress] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Sorceress] Delphe Knight Armor,
0,,2,0,15,12562,[Dark Knight] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Dark Knight] Serendian Smith Garb,
0,,2,0,15,12596,[Maehwa] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Maehwa] Shroud Knight Armor,
0,,2,0,15,12621,[Musa] Valencian Travel Wear,,6,0,,Armor,Crafted Clothes,[Musa] Valencian Travel Wear,
0,,2,0,15,12630,[Ranger] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Ranger] Black Leopard Armor,
0,,2,0,15,12719,[Lahn] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Lahn] Serendian Smith Garb,
0,,2,0,15,14293,[Witch] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Witch] Serendian Smith Garb,
0,,2,0,15,14298,[Sorceress] Orwen's Travel Wear,,6,0,,Armor,Crafted Clothes,[Sorceress] Orwen's Travel Wear,
0,,2,0,15,12502,[Berserker] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Berserker] Serendian Smith Garb,
0,,2,0,15,12595,[Kunoichi] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Kunoichi] Shroud Knight Armor,
0,,2,0,15,12652,[Striker] Serendian Formal Suit,,6,0,,Armor,Crafted Clothes,[Striker] Serendian Formal Suit,
0,,2,0,15,12677,[Mystic] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Mystic] Shroud Knight Armor,
0,,2,0,15,12702,[Archer] Serendian Soldier Armor,,6,0,,Armor,Crafted Clothes,[Archer] Serendian Soldier Armor,
0,,2,0,15,12727,[Lahn] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Lahn] Shroud Knight Armor,
0,,2,0,15,14217,[Valkyrie] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Valkyrie] Garnier Troupe Garb,
0,,2,0,15,14842,[Witch] Orwen's Travel Wear,,6,0,,Armor,Crafted Clothes,[Witch] Orwen's Travel Wear,
0,,2,0,15,12533,[Wizard] Serendian Formal Suit,,6,0,,Armor,Crafted Clothes,[Wizard] Serendian Formal Suit,
0,,2,0,15,12567,[Dark Knight] Terrmian Casual Wear,,6,0,,Armor,Crafted Clothes,[Dark Knight] Terrmian Casual Wear,
0,,2,0,15,12631,[Tamer] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Tamer] Black Leopard Armor,
0,,2,0,15,12633,[Witch] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Witch] Black Leopard Armor,
0,,2,0,15,12648,[Striker] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Striker] Delphe Knight Armor,
0,,4,0,15,754076,[Archer] Karlstein Armor,,6,0,,Armor,Crafted Clothes,[Archer] Karlstein Armor,
0,,2,0,15,12718,[Lahn] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Lahn] Garnier Troupe Garb,
0,,2,0,15,14203,[Sorceress] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Sorceress] Calpheon Noble Dress,
0,,2,0,15,14205,[Ranger] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Ranger] Calpheon Noble Dress,
0,,2,0,15,14220,[Witch] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Witch] Calpheon Noble Dress,
0,,2,0,15,14339,[Wizard] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Wizard] Garnier Troupe Garb,
0,,2,0,15,14839,[Valkyrie] Orwen's Travel Wear,,6,0,,Armor,Crafted Clothes,[Valkyrie] Orwen's Travel Wear,
0,,2,0,15,14854,[Witch] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Witch] Jarette's Armor,
0,,2,0,15,14856,[Ninja] Edan's Travel Wear,,6,0,,Armor,Crafted Clothes,[Ninja] Edan's Travel Wear,
0,,4,0,15,754063,[Dark Knight] Karlstein Shoes,,6,0,,Armor,Crafted Clothes,[Dark Knight] Karlstein Shoes,
0,,2,0,15,12600,[Musa] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Musa] Shroud Knight Armor,
0,,2,0,15,12634,[Kunoichi] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Kunoichi] Black Leopard Armor,
0,,2,0,15,12651,[Striker] Serendian Soldier Armor,,6,0,,Armor,Crafted Clothes,[Striker] Serendian Soldier Armor,
0,,2,0,15,12664,[Striker] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Striker] Serendian Smith Garb,
0,,2,0,15,12668,[Mystic] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Mystic] Garnier Troupe Garb,
0,,2,0,15,12698,[Archer] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Archer] Garnier Troupe Garb,
0,,2,0,15,12715,[Archer] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Archer] Serendian Smith Garb,
0,,2,0,15,14204,[Tamer] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Tamer] Calpheon Noble Dress,
0,,2,0,15,14221,[Kunoichi] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Kunoichi] Calpheon Noble Dress,
0,,2,0,15,14285,[Berserker] Serendian Soldier Armor,,6,0,,Armor,Crafted Clothes,[Berserker] Serendian Soldier Armor,
0,,2,0,15,14289,[Musa] Serendian Soldier Armor,,6,0,,Armor,Crafted Clothes,[Musa] Serendian Soldier Armor,
0,,2,0,15,14838,[Musa] Jordine's Casual Wear,,6,0,,Armor,Crafted Clothes,[Musa] Jordine's Casual Wear,
0,,2,0,15,14855,[Kunoichi] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Kunoichi] Jarette's Armor,
0,,2,0,15,14872,[Tamer] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Tamer] Delphe Knight Armor,
0,,4,0,15,754015,[Berserker] Karlstein Hat,,6,0,,Armor,Crafted Clothes,[Berserker] Karlstein Hat,
0,,4,0,15,754066,[Striker] Karlstein Hat,,6,0,,Armor,Crafted Clothes,[Striker] Karlstein Hat,
0,,2,0,15,12536,[Ninja] Serendian Formal Suit,,6,0,,Armor,Crafted Clothes,[Ninja] Serendian Formal Suit,
0,,2,0,15,12579,[Kunoichi] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Kunoichi] Ahon Kirus's Armor,
0,,2,0,15,12593,[Valkyrie] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Valkyrie] Shroud Knight Armor,
0,,2,0,15,12622,[Wizard] Valencian Travel Wear,,6,0,,Armor,Crafted Clothes,[Wizard] Valencian Travel Wear,
0,,2,0,15,12636,[Dark Knight] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Dark Knight] Black Leopard Armor,
0,,2,0,15,12667,[Mystic] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Mystic] Calpheon Noble Dress,
0,,2,0,15,12672,[Mystic] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Mystic] Delphe Knight Armor,
0,,2,0,15,12722,[Lahn] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Lahn] Delphe Knight Armor,
0,,2,0,15,14201,[Warrior] Calpheon Noble Suit,,6,0,,Armor,Crafted Clothes,[Warrior] Calpheon Noble Suit,
0,,2,0,15,14215,[Ranger] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Ranger] Garnier Troupe Garb,
0,,2,0,15,14844,[Ninja] Jordine's Casual Wear,,6,0,,Armor,Crafted Clothes,[Ninja] Jordine's Casual Wear,
0,,2,0,15,14851,[Valkyrie] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Valkyrie] Jarette's Armor,
0,,2,0,15,12525,[Warrior] Serendian Formal Suit,,6,0,,Armor,Crafted Clothes,[Warrior] Serendian Formal Suit,
0,,2,0,15,12575,[Ranger] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Ranger] Ahon Kirus's Armor,
0,,2,0,15,12576,[Tamer] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Tamer] Ahon Kirus's Armor,
0,,2,0,15,12590,[Sorceress] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Sorceress] Shroud Knight Armor,
0,,2,0,15,12675,[Mystic] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Mystic] Ahon Kirus's Armor,
0,,2,0,15,12676,[Mystic] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Mystic] Black Leopard Armor,
0,,2,0,15,12725,[Lahn] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Lahn] Ahon Kirus's Armor,
0,,2,0,15,12726,[Lahn] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Lahn] Black Leopard Armor,
0,,2,0,15,14211,[Warrior] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Warrior] Garnier Troupe Garb,
0,,2,0,15,14212,[Berserker] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Berserker] Garnier Troupe Garb,
0,,2,0,15,14297,[Berserker] Jordine's Casual Wear,,6,0,,Armor,Crafted Clothes,[Berserker] Jordine's Casual Wear,
0,,2,0,15,14847,[Sorceress] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Sorceress] Jarette's Armor,
0,,2,0,15,14848,[Tamer] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Tamer] Jarette's Armor,
0,,4,0,15,754057,[Mystic] Karlstein Armor,,6,0,,Armor,Crafted Clothes,[Mystic] Karlstein Armor,
0,,4,0,15,754072,[Lahn] Karlstein Shoes,,6,0,,Armor,Crafted Clothes,[Lahn] Karlstein Shoes,
0,,2,0,15,12506,[Musa] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Musa] Serendian Smith Garb,
0,,2,0,15,12629,[Sorceress] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Sorceress] Black Leopard Armor,
0,,2,0,15,12574,[Sorceress] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Sorceress] Ahon Kirus's Armor,
0,,2,0,15,12591,[Ranger] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Ranger] Shroud Knight Armor,
0,,2,0,15,12592,[Tamer] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Tamer] Shroud Knight Armor,
0,,2,0,15,12673,[Mystic] Orwen's Travel Wear,,6,0,,Armor,Crafted Clothes,[Mystic] Orwen's Travel Wear,
0,,2,0,15,12723,[Lahn] Orwen's Travel Wear,,6,0,,Armor,Crafted Clothes,[Lahn] Orwen's Travel Wear,
0,,2,0,15,12724,[Lahn] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Lahn] Jarette's Armor,
0,,2,0,15,14213,[Sorceress] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Sorceress] Garnier Troupe Garb,
0,,2,0,15,14345,[Dark Knight] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Dark Knight] Calpheon Noble Dress,
0,,2,0,15,14846,[Berserker] Edan's Travel Wear,,6,0,,Armor,Crafted Clothes,[Berserker] Edan's Travel Wear,
0,,2,0,15,719545,[Shai] Florin Herb Gatherer Clothes,,6,0,,Armor,Crafted Clothes,[Shai] Florin Herb Gatherer Clothes,
0,,2,0,15,12504,[Tamer] Terrmian Casual Wear,,6,0,,Armor,Crafted Clothes,[Tamer] Terrmian Casual Wear,
0,,2,0,15,12511,[Kunoichi] Terrmian Casual Wear,,6,0,,Armor,Crafted Clothes,[Kunoichi] Terrmian Casual Wear,
0,,2,0,15,12597,[Dark Knight] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Dark Knight] Shroud Knight Armor,
0,,2,0,15,12647,[Striker] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Striker] Garnier Troupe Garb,
0,,2,0,15,12654,[Striker] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Striker] Shroud Knight Armor,
0,,2,0,15,12697,[Archer] Calpheon Noble Suit,,6,0,,Armor,Crafted Clothes,[Archer] Calpheon Noble Suit,
0,,2,0,15,12704,[Archer] Valencian Travel Wear,,6,0,,Armor,Crafted Clothes,[Archer] Valencian Travel Wear,
0,,2,0,15,14290,[Valkyrie] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Valkyrie] Serendian Smith Garb,
0,,2,0,15,14340,[Witch] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Witch] Garnier Troupe Garb,
0,,4,0,15,754008,[Sorceress] Karlstein Amulet,,6,0,,Armor,Crafted Clothes,[Sorceress] Karlstein Amulet,
0,,2,0,15,14208,[Maehwa] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Maehwa] Calpheon Noble Dress,
0,,2,0,15,14869,[Warrior] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Warrior] Delphe Knight Armor,
0,,2,0,15,14876,[Maehwa] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Maehwa] Delphe Knight Armor,
0,,2,0,15,12510,[Witch] Terrmian Casual Wear,,6,0,,Armor,Crafted Clothes,[Witch] Terrmian Casual Wear,
0,,2,0,15,12512,[Ninja] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Ninja] Serendian Smith Garb,
0,,2,0,15,12669,[Mystic] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Mystic] Serendian Smith Garb,
0,,2,0,15,12703,[Archer] Serendian Formal Suit,,6,0,,Armor,Crafted Clothes,[Archer] Serendian Formal Suit,
0,,2,0,15,12705,[Archer] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Archer] Shroud Knight Armor,
0,,2,0,15,14218,[Maehwa] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Maehwa] Garnier Troupe Garb,
0,,2,0,15,14284,[Warrior] Serendian Soldier Armor,,6,0,,Armor,Crafted Clothes,[Warrior] Serendian Soldier Armor,
0,,2,0,15,14341,[Ninja] Garnier Troupe Garb,,6,0,,Armor,Crafted Clothes,[Ninja] Garnier Troupe Garb,
0,,2,0,15,14841,[Wizard] Jordine's Casual Wear,,6,0,,Armor,Crafted Clothes,[Wizard] Jordine's Casual Wear,
0,,2,0,15,14875,[Valkyrie] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Valkyrie] Delphe Knight Armor,
0,,2,0,15,14877,[Wizard] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Wizard] Delphe Knight Armor,
0,,4,0,15,754035,[Maehwa] Karlstein Shoes,,6,0,,Armor,Crafted Clothes,[Maehwa] Karlstein Shoes,
0,,2,0,15,12564,[Dark Knight] Jarette's Armor,,6,0,,Armor,Crafted Clothes,[Dark Knight] Jarette's Armor,
0,,2,0,15,12581,[Dark Knight] Ahon Kirus's Armor,,6,0,,Armor,Crafted Clothes,[Dark Knight] Ahon Kirus's Armor,
0,,2,0,15,12598,[Warrior] Shroud Knight Armor,,6,0,,Armor,Crafted Clothes,[Warrior] Shroud Knight Armor,
0,,2,0,15,12632,[Valkyrie] Black Leopard Armor,,6,0,,Armor,Crafted Clothes,[Valkyrie] Black Leopard Armor,
0,,2,0,15,12649,[Striker] Edan's Travel Wear,,6,0,,Armor,Crafted Clothes,[Striker] Edan's Travel Wear,
0,,2,0,15,12700,[Archer] Edan's Travel Wear,,6,0,,Armor,Crafted Clothes,[Archer] Edan's Travel Wear,
0,,2,0,15,12717,[Lahn] Calpheon Noble Dress,,6,0,,Armor,Crafted Clothes,[Lahn] Calpheon Noble Dress,
0,,2,0,15,14219,[Wizard] Calpheon Noble Suit,,6,0,,Armor,Crafted Clothes,[Wizard] Calpheon Noble Suit,
0,,2,0,15,12646,[Striker] Calpheon Noble Suit,,6,0,,Armor,Crafted Clothes,[Striker] Calpheon Noble Suit,
0,,2,0,15,14287,[Tamer] Serendian Smith Garb,,6,0,,Armor,Crafted Clothes,[Tamer] Serendian Smith Garb,
0,,2,0,15,14840,[Maehwa] Orwen's Travel Wear,,6,0,,Armor,Crafted Clothes,[Maehwa] Orwen's Travel Wear,
0,,2,0,15,14870,[Berserker] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Berserker] Delphe Knight Armor,
0,,2,0,20,12114,Shining Gold Topaz Ring,,1,0,,Accessories,Ring,Shining Gold Topaz Ring,
0,,3,0,20,12115,Topaz Ring of Regeneration,,1,0,,Accessories,Ring,Topaz Ring of Regeneration,
0,,1,0,20,12006,Talis Ring,,1,0,,Accessories,Ring,Talis Ring,
1,,1,0,20,12006,Talis Ring,,1,1,,Accessories,Ring,PRI : Talis Ring,
2,,1,0,20,12006,Talis Ring,,1,2,,Accessories,Ring,DUO : Talis Ring,
3,,1,0,20,12006,Talis Ring,,1,3,,Accessories,Ring,TRI : Talis Ring,
4,,1,0,20,12006,Talis Ring,,1,4,,Accessories,Ring,TET : Talis Ring,
5,,1,0,20,12006,Talis Ring,,1,5,,Accessories,Ring,PEN : Talis Ring,
0,,3,0,20,12105,Corrupt Ruby Ring,,1,0,,Accessories,Ring,Corrupt Ruby Ring,
0,,3,0,20,12032,Ring of Cadry Guardian,,1,0,,Accessories,Ring,Ring of Cadry Guardian,
1,,3,0,20,12032,Ring of Cadry Guardian,,1,1,,Accessories,Ring,PRI : Ring of Cadry Guardian,
2,,3,0,20,12032,Ring of Cadry Guardian,,1,2,,Accessories,Ring,DUO : Ring of Cadry Guardian,
3,,3,0,20,12032,Ring of Cadry Guardian,,1,3,,Accessories,Ring,TRI : Ring of Cadry Guardian,
4,,3,0,20,12032,Ring of Cadry Guardian,,1,4,,Accessories,Ring,TET : Ring of Cadry Guardian,
5,,3,0,20,12032,Ring of Cadry Guardian,,1,5,,Accessories,Ring,PEN : Ring of Cadry Guardian,
0,,1,0,20,12113,Gold Topaz Ring,,1,0,,Accessories,Ring,Gold Topaz Ring,
0,,2,0,20,12007,Mark of Shadow,,1,0,,Accessories,Ring,Mark of Shadow,
1,,2,0,20,12007,Mark of Shadow,,1,1,,Accessories,Ring,PRI : Mark of Shadow,
2,,2,0,20,12007,Mark of Shadow,,1,2,,Accessories,Ring,DUO : Mark of Shadow,
3,,2,0,20,12007,Mark of Shadow,,1,3,,Accessories,Ring,TRI : Mark of Shadow,
4,,2,0,20,12007,Mark of Shadow,,1,4,,Accessories,Ring,TET : Mark of Shadow,
5,,2,0,20,12007,Mark of Shadow,,1,5,,Accessories,Ring,PEN : Mark of Shadow,
0,,1,0,20,12002,Bares Ring,,1,0,,Accessories,Ring,Bares Ring,
1,,1,0,20,12002,Bares Ring,,1,1,,Accessories,Ring,PRI : Bares Ring,
2,,1,0,20,12002,Bares Ring,,1,2,,Accessories,Ring,DUO : Bares Ring,
3,,1,0,20,12002,Bares Ring,,1,3,,Accessories,Ring,TRI : Bares Ring,
4,,1,0,20,12002,Bares Ring,,1,4,,Accessories,Ring,TET : Bares Ring,
5,,1,0,20,12002,Bares Ring,,1,5,,Accessories,Ring,PEN : Bares Ring,
0,,2,0,20,12045,Rainbow Coral Ring,,1,0,,Accessories,Ring,Rainbow Coral Ring,
1,,2,0,20,12045,Rainbow Coral Ring,,1,1,,Accessories,Ring,PRI : Rainbow Coral Ring,
2,,2,0,20,12045,Rainbow Coral Ring,,1,2,,Accessories,Ring,DUO : Rainbow Coral Ring,
3,,2,0,20,12045,Rainbow Coral Ring,,1,3,,Accessories,Ring,TRI : Rainbow Coral Ring,
4,,2,0,20,12045,Rainbow Coral Ring,,1,4,,Accessories,Ring,TET : Rainbow Coral Ring,
5,,2,0,20,12045,Rainbow Coral Ring,,1,5,,Accessories,Ring,PEN : Rainbow Coral Ring,
0,,2,0,15,12503,[Sorceress] Terrmian Casual Wear,,6,0,,Armor,Crafted Clothes,[Sorceress] Terrmian Casual Wear,
0,,4,0,20,705511,Manos Ring,,1,0,,Accessories,Ring,Manos Ring,
1,,4,0,20,705511,Manos Ring,,1,1,,Accessories,Ring,PRI : Manos Ring,
2,,4,0,20,705511,Manos Ring,,1,2,,Accessories,Ring,DUO : Manos Ring,
3,,4,0,20,705511,Manos Ring,,1,3,,Accessories,Ring,TRI : Manos Ring,
4,,4,0,20,705511,Manos Ring,,1,4,,Accessories,Ring,TET : Manos Ring,
5,,4,0,20,705511,Manos Ring,,1,5,,Accessories,Ring,PEN : Manos Ring,
0,,1,0,20,12001,Yuria Ring,,1,0,,Accessories,Ring,Yuria Ring,
1,,1,0,20,12001,Yuria Ring,,1,1,,Accessories,Ring,PRI : Yuria Ring,
2,,1,0,20,12001,Yuria Ring,,1,2,,Accessories,Ring,DUO : Yuria Ring,
3,,1,0,20,12001,Yuria Ring,,1,3,,Accessories,Ring,TRI : Yuria Ring,
4,,1,0,20,12001,Yuria Ring,,1,4,,Accessories,Ring,TET : Yuria Ring,
5,,1,0,20,12001,Yuria Ring,,1,5,,Accessories,Ring,PEN : Yuria Ring,
0,,2,0,20,12008,Shrine Guardian Token,,1,0,,Accessories,Ring,Shrine Guardian Token,
1,,2,0,20,12008,Shrine Guardian Token,,1,1,,Accessories,Ring,PRI : Shrine Guardian Token,
2,,2,0,20,12008,Shrine Guardian Token,,1,2,,Accessories,Ring,DUO : Shrine Guardian Token,
3,,2,0,20,12008,Shrine Guardian Token,,1,3,,Accessories,Ring,TRI : Shrine Guardian Token,
4,,2,0,20,12008,Shrine Guardian Token,,1,4,,Accessories,Ring,TET : Shrine Guardian Token,
5,,2,0,20,12008,Shrine Guardian Token,,1,5,,Accessories,Ring,PEN : Shrine Guardian Token,
0,,3,0,20,12042,Forest Ronaros Ring,,1,0,,Accessories,Ring,Forest Ronaros Ring,
1,,3,0,20,12042,Forest Ronaros Ring,,1,1,,Accessories,Ring,PRI : Forest Ronaros Ring,
2,,3,0,20,12042,Forest Ronaros Ring,,1,2,,Accessories,Ring,DUO : Forest Ronaros Ring,
3,,3,0,20,12042,Forest Ronaros Ring,,1,3,,Accessories,Ring,TRI : Forest Ronaros Ring,
4,,3,0,20,12042,Forest Ronaros Ring,,1,4,,Accessories,Ring,TET : Forest Ronaros Ring,
5,,3,0,20,12042,Forest Ronaros Ring,,1,5,,Accessories,Ring,PEN : Forest Ronaros Ring,
0,,0,0,20,12101,Ruby Ring,,1,0,,Accessories,Ring,Ruby Ring,
0,,1,0,20,705503,Loggia Ring,,1,0,,Accessories,Ring,Loggia Ring,
1,,1,0,20,705503,Loggia Ring,,1,1,,Accessories,Ring,PRI : Loggia Ring,
2,,1,0,20,705503,Loggia Ring,,1,2,,Accessories,Ring,DUO : Loggia Ring,
3,,1,0,20,705503,Loggia Ring,,1,3,,Accessories,Ring,TRI : Loggia Ring,
4,,1,0,20,705503,Loggia Ring,,1,4,,Accessories,Ring,TET : Loggia Ring,
5,,1,0,20,705503,Loggia Ring,,1,5,,Accessories,Ring,PEN : Loggia Ring,
0,,2,0,15,14874,[Musa] Delphe Knight Armor,,6,0,,Armor,Crafted Clothes,[Musa] Delphe Knight Armor,
0,,3,0,20,12031,Ring of Crescent Guardian,,1,0,,Accessories,Ring,Ring of Crescent Guardian,
1,,3,0,20,12031,Ring of Crescent Guardian,,1,1,,Accessories,Ring,PRI : Ring of Crescent Guardian,
2,,3,0,20,12031,Ring of Crescent Guardian,,1,2,,Accessories,Ring,DUO : Ring of Crescent Guardian,
3,,3,0,20,12031,Ring of Crescent Guardian,,1,3,,Accessories,Ring,TRI : Ring of Crescent Guardian,
4,,3,0,20,12031,Ring of Crescent Guardian,,1,4,,Accessories,Ring,TET : Ring of Crescent Guardian,
5,,3,0,20,12031,Ring of Crescent Guardian,,1,5,,Accessories,Ring,PEN : Ring of Crescent Guardian,
0,,2,0,20,12059,Kagtum Submission Ring,,1,0,,Accessories,Ring,Kagtum Submission Ring,
1,,2,0,20,12059,Kagtum Submission Ring,,1,1,,Accessories,Ring,PRI : Kagtum Submission Ring,
2,,2,0,20,12059,Kagtum Submission Ring,,1,2,,Accessories,Ring,DUO : Kagtum Submission Ring,
3,,2,0,20,12059,Kagtum Submission Ring,,1,3,,Accessories,Ring,TRI : Kagtum Submission Ring,
4,,2,0,20,12059,Kagtum Submission Ring,,1,4,,Accessories,Ring,TET : Kagtum Submission Ring,
5,,2,0,20,12059,Kagtum Submission Ring,,1,5,,Accessories,Ring,PEN : Kagtum Submission Ring,
0,,0,0,20,12102,Resplendent Ruby Ring,,1,0,,Accessories,Ring,Resplendent Ruby Ring,
0,,3,0,20,12060,Eye of the Ruins Ring,,1,0,,Accessories,Ring,Eye of the Ruins Ring,
1,,3,0,20,12060,Eye of the Ruins Ring,,1,1,,Accessories,Ring,PRI : Eye of the Ruins Ring,
2,,3,0,20,12060,Eye of the Ruins Ring,,1,2,,Accessories,Ring,DUO : Eye of the Ruins Ring,
3,,3,0,20,12060,Eye of the Ruins Ring,,1,3,,Accessories,Ring,TRI : Eye of the Ruins Ring,
4,,3,0,20,12060,Eye of the Ruins Ring,,1,4,,Accessories,Ring,TET : Eye of the Ruins Ring,
5,,3,0,20,12060,Eye of the Ruins Ring,,1,5,,Accessories,Ring,PEN : Eye of the Ruins Ring,
0,,3,0,20,12128,Manos Topaz Ring,,1,0,,Accessories,Ring,Manos Topaz Ring,
1,,3,0,20,12128,Manos Topaz Ring,,1,1,,Accessories,Ring,PRI : Manos Topaz Ring,
2,,3,0,20,12128,Manos Topaz Ring,,1,2,,Accessories,Ring,DUO : Manos Topaz Ring,
3,,3,0,20,12128,Manos Topaz Ring,,1,3,,Accessories,Ring,TRI : Manos Topaz Ring,
4,,3,0,20,12128,Manos Topaz Ring,,1,4,,Accessories,Ring,TET : Manos Topaz Ring,
5,,3,0,20,12128,Manos Topaz Ring,,1,5,,Accessories,Ring,PEN : Manos Topaz Ring,
0,,1,0,20,12004,Elisha Ring,,1,0,,Accessories,Ring,Elisha Ring,
1,,1,0,20,12004,Elisha Ring,,1,1,,Accessories,Ring,PRI : Elisha Ring,
